,player,total_workers,resource_mining,total_army_value,total_army,time,fraction,winner,replay_filename
415,Namshar,68,17726,3725,55,605,Z,0,replays/2ndRun\6f5cf2463409401584b573912e9f6e68.SC2Replay
416,HeroMarine,64,20795,2350,29,611,T,1,replays/2ndRun\6f5cf2463409401584b573912e9f6e68.SC2Replay
417,DisK,67,81846,5285,33,1116,P,1,replays/2ndRun\6f7187ba430544bdabbc4c6eeb94ae4e.SC2Replay
418,Mackintac,74,215781,13050,62,1145,Z,0,replays/2ndRun\6f7187ba430544bdabbc4c6eeb94ae4e.SC2Replay
419,soul,59,20306,700,14,560,T,0,replays/2ndRun\6f71b40a2fec46a8b5f0c5b4ba9eaae2.SC2Replay
420,Reynor,64,14609,3200,63,564,Z,1,replays/2ndRun\6f71b40a2fec46a8b5f0c5b4ba9eaae2.SC2Replay
421,JJAKJI,35,10697,1850,17,490,T,1,replays/2ndRun\6f7ad6be80c04cc4aa1f67b3ce6d359f.SC2Replay
422,liquidthermy,51,10351,1350,10,494,T,0,replays/2ndRun\6f7ad6be80c04cc4aa1f67b3ce6d359f.SC2Replay
423,iGMacSed,47,5934,1200,12,462,Z,1,replays/2ndRun\6f7cc4e86db44421a3bc6bcd0494e649.SC2Replay
424,iGXiGua,31,12016,425,3,454,P,1,replays/2ndRun\6f7cc4e86db44421a3bc6bcd0494e649.SC2Replay
425,iGRushcrazy,0,0,0,0,0,U,0,replays/2ndRun\6f7cc4e86db44421a3bc6bcd0494e649.SC2Replay
426,iGJim,0,0,0,0,0,U,0,replays/2ndRun\6f7cc4e86db44421a3bc6bcd0494e649.SC2Replay
427,Optimus,26,3755,900,9,304,T,0,replays/2ndRun\6f8af442466941f2a38396a25264f672.SC2Replay
428,Namshar,25,5328,1250,23,307,Z,1,replays/2ndRun\6f8af442466941f2a38396a25264f672.SC2Replay
429,CalebAracous,78,40274,5950,55,753,Z,0,replays/2ndRun\6f9210df08014891b606d1cc38c3485f.SC2Replay
430,DisK,67,25479,4325,15,755,P,1,replays/2ndRun\6f9210df08014891b606d1cc38c3485f.SC2Replay
431,Ghost,30,7732,1300,14,370,T,0,replays/2ndRun\6fa8e1aa62ec4f209aab68b6f4cb7264.SC2Replay
432,Pokebunny,38,9310,1375,15,403,T,1,replays/2ndRun\6fa8e1aa62ec4f209aab68b6f4cb7264.SC2Replay
433,uThermal,24,3867,200,3,244,T,1,replays/2ndRun\6fc00d92ded24510887c46c68ed44ab8.SC2Replay
434,TestingThree,14,4333,1400,9,238,Z,0,replays/2ndRun\6fc00d92ded24510887c46c68ed44ab8.SC2Replay
435,TYTY,50,12223,2275,17,537,T,1,replays/2ndRun\6fc5ec929a5e49bfad48cdd4512bf8cf.SC2Replay
436,ShoWTimE,48,18189,950,4,533,P,0,replays/2ndRun\6fc5ec929a5e49bfad48cdd4512bf8cf.SC2Replay
437,HeroMarine,44,15843,4250,50,598,T,1,replays/2ndRun\6ff07555dc914a3baaf1f7aaff3448cc.SC2Replay
438,GOStephano,66,13246,5450,44,578,Z,0,replays/2ndRun\6ff07555dc914a3baaf1f7aaff3448cc.SC2Replay
439,PiLiPiLi,28,9448,1425,6,436,P,0,replays/2ndRun\7a0bf3811a434b3aa4a4d8bebb4f07f7.SC2Replay
440,Zest,40,11159,175,1,435,P,1,replays/2ndRun\7a0bf3811a434b3aa4a4d8bebb4f07f7.SC2Replay
441,DnS,45,21187,925,4,512,P,1,replays/2ndRun\7a4c3d5503bd4378a3220be892fdb882.SC2Replay
442,EnDerr,44,11435,2300,24,500,Z,0,replays/2ndRun\7a4c3d5503bd4378a3220be892fdb882.SC2Replay
443,Nice,23,6918,950,6,312,P,1,replays/2ndRun\7a574c19b3e94d059db053bc1eb47eae.SC2Replay
444,NeXa,22,4979,600,4,284,P,0,replays/2ndRun\7a574c19b3e94d059db053bc1eb47eae.SC2Replay
445,liquidthermy,50,17817,3725,40,643,T,1,replays/2ndRun\7a59d4b27a1143e0a5bb866c97a10aef.SC2Replay
446,llllllllllll,60,21789,550,3,628,P,0,replays/2ndRun\7a59d4b27a1143e0a5bb866c97a10aef.SC2Replay
447,Zest,62,23769,2450,11,667,P,0,replays/2ndRun\7a63fd28792242bdb4291e6f99fbfe7e.SC2Replay
448,TYTY,51,18981,3550,48,668,T,1,replays/2ndRun\7a63fd28792242bdb4291e6f99fbfe7e.SC2Replay
449,SpeCial,44,19141,1650,24,557,T,1,replays/2ndRun\7a86c787e10b4cb6906379d927b8afc4.SC2Replay
450,ShoWTimE,42,12201,1225,5,513,P,0,replays/2ndRun\7a86c787e10b4cb6906379d927b8afc4.SC2Replay
451,MaNa,68,17582,1050,5,571,P,1,replays/2ndRun\7a9b2e05646f47f98ee113161863fb2c.SC2Replay
452,Semper,53,18512,2550,29,560,T,0,replays/2ndRun\7a9b2e05646f47f98ee113161863fb2c.SC2Replay
453,Pokebunny,44,14444,1375,14,469,T,1,replays/2ndRun\7ab0d1fc42694b07b2149a72dc21499f.SC2Replay
454,Ghost,37,11842,1875,14,472,T,0,replays/2ndRun\7ab0d1fc42694b07b2149a72dc21499f.SC2Replay
455,MaSa,61,24662,3475,40,718,T,0,replays/2ndRun\7abbe6f766ce48b0b254f216aa13cf0d.SC2Replay
456,KoMA,67,27413,3675,41,730,T,1,replays/2ndRun\7abbe6f766ce48b0b254f216aa13cf0d.SC2Replay
457,Namshar,27,4829,900,20,306,Z,1,replays/2ndRun\7ad0ea1739844de2ba9791a1e0235160.SC2Replay
458,GAMETIME,17,3825,1475,34,287,Z,0,replays/2ndRun\7ad0ea1739844de2ba9791a1e0235160.SC2Replay
459,MaNa,42,10013,600,4,441,P,0,replays/2ndRun\7ad159ceddb04536ad8786918fcd77f2.SC2Replay
460,Lambo,49,9803,4175,44,483,Z,1,replays/2ndRun\7ad159ceddb04536ad8786918fcd77f2.SC2Replay
461,GOStephano,77,35691,9025,93,851,Z,0,replays/2ndRun\7aef181f88a24782951af855ab5e1578.SC2Replay
462,HellraiseR,74,25296,3650,13,773,P,1,replays/2ndRun\7aef181f88a24782951af855ab5e1578.SC2Replay
463,Semper,71,26833,3275,33,732,T,1,replays/2ndRun\7af805bd3d614bea87015d6e983af382.SC2Replay
464,ObiWanPwnobi,76,35962,1100,3,730,P,0,replays/2ndRun\7af805bd3d614bea87015d6e983af382.SC2Replay
465,Harstem,67,31348,3775,13,853,P,0,replays/2ndRun\7b062cd6e9ab4d1da0e1d8637ada0bcb.SC2Replay
466,soO,66,54710,9025,86,859,Z,1,replays/2ndRun\7b062cd6e9ab4d1da0e1d8637ada0bcb.SC2Replay
467,Zanster,31,6031,1600,31,346,Z,0,replays/2ndRun\7b0fabf988494de6a4236bc52fba04be.SC2Replay
468,Lambo,33,5976,1575,35,345,Z,1,replays/2ndRun\7b0fabf988494de6a4236bc52fba04be.SC2Replay
469,LiquidTLO,22,3930,1375,23,281,Z,1,replays/2ndRun\7b494d1fff4a4d398a00a17024e3d7cb.SC2Replay
470,SouLeer,15,3101,1200,29,285,Z,0,replays/2ndRun\7b494d1fff4a4d398a00a17024e3d7cb.SC2Replay
471,Reynor,86,35672,6850,97,745,Z,1,replays/2ndRun\7b4c7217346c4ce5a4f37dde38fd4ac7.SC2Replay
472,Clem,74,28374,3500,24,745,T,0,replays/2ndRun\7b4c7217346c4ce5a4f37dde38fd4ac7.SC2Replay
473,Dolan,12,50,0,0,0,T,0,replays/2ndRun\7b50c3c19d9b45c287a30bfa7b5adc4a.SC2Replay
474,SLeet,12,50,100,1,0,Z,1,replays/2ndRun\7b50c3c19d9b45c287a30bfa7b5adc4a.SC2Replay
475,Mana,60,16150,1700,6,549,P,1,replays/2ndRun\7b5cbfc6356942da9bfb483b51e27709.SC2Replay
476,Silky,52,12886,3625,50,520,Z,0,replays/2ndRun\7b5cbfc6356942da9bfb483b51e27709.SC2Replay
477,OGZest,50,12547,775,4,502,P,1,replays/2ndRun\7b781fe8915d47d8bce49e4b3d274f63.SC2Replay
478,Kas,46,12458,1700,19,497,T,0,replays/2ndRun\7b781fe8915d47d8bce49e4b3d274f63.SC2Replay
479,herO,36,19300,550,2,711,P,1,replays/2ndRun\7b89e686657b4849ba7fb1265e63d708.SC2Replay
480,Snute,24,16255,3900,50,694,Z,0,replays/2ndRun\7b89e686657b4849ba7fb1265e63d708.SC2Replay
481,Bails,52,17065,1325,7,683,P,1,replays/2ndRun\7b964cfaa2014d2a9dad265a7406c563.SC2Replay
482,Pokebunny,42,17146,3350,41,611,T,0,replays/2ndRun\7b964cfaa2014d2a9dad265a7406c563.SC2Replay
483,uThermal,54,17291,3750,50,660,T,1,replays/2ndRun\7bd4f554ae6749988ee925a1c64225b0.SC2Replay
484,Zanster,47,23225,7300,102,675,Z,0,replays/2ndRun\7bd4f554ae6749988ee925a1c64225b0.SC2Replay
485,Ziggy,29,6235,450,5,301,T,0,replays/2ndRun\7c0d29c3fbb74a65ae5a230cf50d3655.SC2Replay
486,ZhuGeLiang,32,5150,1050,15,300,Z,1,replays/2ndRun\7c0d29c3fbb74a65ae5a230cf50d3655.SC2Replay
487,Lambo,46,17579,7700,91,712,Z,0,replays/2ndRun\7c152a8f8c6f46abb4592c74471ce7cc.SC2Replay
488,puCK,66,31934,1725,6,754,P,1,replays/2ndRun\7c152a8f8c6f46abb4592c74471ce7cc.SC2Replay
489,GuMiho,42,39719,5050,51,963,T,1,replays/2ndRun\7c2728aeea5647d5af3cbe2bd4d14260.SC2Replay
490,TYTY,52,43998,4750,51,975,T,0,replays/2ndRun\7c2728aeea5647d5af3cbe2bd4d14260.SC2Replay
491,soul,50,18339,2500,17,571,T,1,replays/2ndRun\7c39bd730c6c4834a59dfe2d3ad4eb17.SC2Replay
492,Kas,41,23940,2375,17,571,T,0,replays/2ndRun\7c39bd730c6c4834a59dfe2d3ad4eb17.SC2Replay
493,Expect,41,11805,1300,11,448,T,0,replays/2ndRun\7c4a84e6b50a47d4a62c8aa9f0fc8c6f.SC2Replay
494,Fist,37,12046,1800,32,455,Z,1,replays/2ndRun\7c4a84e6b50a47d4a62c8aa9f0fc8c6f.SC2Replay
495,iGXiGua,71,12789,4025,36,527,P,0,replays/2ndRun\7c52b27c5aa444459d815d9680196500.SC2Replay
496,iGRushcrazy,69,14986,1425,7,527,P,0,replays/2ndRun\7c52b27c5aa444459d815d9680196500.SC2Replay
497,iGMacSed,0,0,0,0,0,U,0,replays/2ndRun\7c52b27c5aa444459d815d9680196500.SC2Replay
498,iGJim,0,0,0,0,0,U,0,replays/2ndRun\7c52b27c5aa444459d815d9680196500.SC2Replay
499,Reynor,86,94850,11850,147,1158,Z,1,replays/2ndRun\7c580096c45541c88828a1b21270c65a.SC2Replay
500,lllIIIIllll,77,70765,5050,14,1171,P,0,replays/2ndRun\7c580096c45541c88828a1b21270c65a.SC2Replay
501,Serral,74,26917,3175,69,720,Z,1,replays/2ndRun\7c5fa11edc6b4a8cb160ae83085aa323.SC2Replay
502,PiLiPiLi,56,29425,2350,20,722,P,0,replays/2ndRun\7c5fa11edc6b4a8cb160ae83085aa323.SC2Replay
503,Solar,85,33025,10425,155,896,Z,1,replays/2ndRun\7c686c769ec149019b3ab5ef44eaeabe.SC2Replay
504,lIIllllIIlll,83,34385,6350,61,930,T,0,replays/2ndRun\7c686c769ec149019b3ab5ef44eaeabe.SC2Replay
505,Snute,62,13136,1525,22,509,Z,0,replays/2ndRun\7c815771fe774105ab79934299c135a5.SC2Replay
506,Reynor,58,10636,2100,38,519,Z,1,replays/2ndRun\7c815771fe774105ab79934299c135a5.SC2Replay
507,Stephano,17,2404,650,12,196,Z,1,replays/2ndRun\7c932d9ee9c7473eacd518903eb509bb.SC2Replay
508,MMA,22,3272,150,2,193,T,0,replays/2ndRun\7c932d9ee9c7473eacd518903eb509bb.SC2Replay
509,HeroMarine,49,15474,3500,38,602,T,0,replays/2ndRun\7cacae491a1d4ad28ca181961983c274.SC2Replay
510,OGZest,64,23331,850,3,714,P,1,replays/2ndRun\7cacae491a1d4ad28ca181961983c274.SC2Replay
511,uThermal,39,17261,2125,27,668,T,0,replays/2ndRun\7cbf23cf7d5d44919601a81aa2a248fe.SC2Replay
512,INnoVation,50,12649,2400,19,517,T,1,replays/2ndRun\7cbf23cf7d5d44919601a81aa2a248fe.SC2Replay
513,SortOf,81,36992,10000,131,817,Z,1,replays/2ndRun\7cc5efed6666433cb72c866368b747b0.SC2Replay
514,Time,68,27825,7000,87,810,T,0,replays/2ndRun\7cc5efed6666433cb72c866368b747b0.SC2Replay
515,Maru,47,16444,1750,14,525,T,1,replays/2ndRun\7d0678a239c94f639b04e1b2893ecf08.SC2Replay
516,Crimson,56,17738,2325,30,532,Z,0,replays/2ndRun\7d0678a239c94f639b04e1b2893ecf08.SC2Replay
517,Nerchio,58,32674,8400,72,786,Z,1,replays/2ndRun\7d0aad86fb614eea815702d0cda2a4ff.SC2Replay
518,SortOf,66,30296,11150,92,799,Z,0,replays/2ndRun\7d0aad86fb614eea815702d0cda2a4ff.SC2Replay
519,HuShang,28,4849,625,4,295,P,1,replays/2ndRun\7d4ce3f69d02405bbd268cea6cb28f9c.SC2Replay
520,MaDSci,27,7717,350,7,326,T,0,replays/2ndRun\7d4ce3f69d02405bbd268cea6cb28f9c.SC2Replay
521,LiquidMaNa,21,7299,1475,9,543,P,0,replays/2ndRun\7d5cdfd18f44492ab23b487c497f5d8c.SC2Replay
522,Bly,20,3585,650,21,234,Z,1,replays/2ndRun\7d5cdfd18f44492ab23b487c497f5d8c.SC2Replay
523,Clem,71,26190,4600,46,759,T,1,replays/2ndRun\7d74cb5e66af441fb7498a425831e6c5.SC2Replay
524,HuT,62,25355,4750,49,764,T,0,replays/2ndRun\7d74cb5e66af441fb7498a425831e6c5.SC2Replay
525,Snute,18,2588,650,12,207,Z,1,replays/2ndRun\7d7f754a15c642288d7fed80283b02b1.SC2Replay
526,Lambo,19,3353,450,9,201,Z,0,replays/2ndRun\7d7f754a15c642288d7fed80283b02b1.SC2Replay
527,Lambo,82,49509,11175,170,958,Z,0,replays/2ndRun\7d82d0bcc4e14eccafc9684eaa194f36.SC2Replay
528,Clem,76,36288,8750,85,952,T,1,replays/2ndRun\7d82d0bcc4e14eccafc9684eaa194f36.SC2Replay
529,Crow,34,7881,1775,32,481,Z,1,replays/2ndRun\7d860b26b463419d987e1562f7c54481.SC2Replay
530,NoRegreT,23,6807,2075,42,477,Z,0,replays/2ndRun\7d860b26b463419d987e1562f7c54481.SC2Replay
531,Kelazhur,19,3100,300,3,232,T,1,replays/2ndRun\7d97a74a45aa43a5a880a4a6ac173eba.SC2Replay
532,Light,21,3779,200,3,218,T,0,replays/2ndRun\7d97a74a45aa43a5a880a4a6ac173eba.SC2Replay
533,CMStormPolt,51,29367,2850,36,688,T,1,replays/2ndRun\7da3e552a5ee4e3788b837428aa015a2.SC2Replay
534,viOLet,51,21959,4950,41,664,Z,0,replays/2ndRun\7da3e552a5ee4e3788b837428aa015a2.SC2Replay
535,SortOf,42,9128,1200,11,463,Z,0,replays/2ndRun\7da5495487894466a9483b8901a984ca.SC2Replay
536,Elazer,41,9855,2125,28,466,Z,1,replays/2ndRun\7da5495487894466a9483b8901a984ca.SC2Replay
537,SpaceJam,52,34707,1975,27,809,T,0,replays/2ndRun\7dbc3e54835c4eed90772a07fa62289e.SC2Replay
538,Pure,55,34065,2325,9,801,P,1,replays/2ndRun\7dbc3e54835c4eed90772a07fa62289e.SC2Replay
539,PiLiPiLi,24,5945,1250,7,300,P,0,replays/2ndRun\7dc68ad351cf4c7b918019c0f17a8bde.SC2Replay
540,Neeb,26,5456,1200,7,317,P,1,replays/2ndRun\7dc68ad351cf4c7b918019c0f17a8bde.SC2Replay
541,Kelazhur,28,14917,1700,18,568,T,0,replays/2ndRun\7dd42a4f2eea4d76a47b29f21a1cba4e.SC2Replay
542,Light,46,13907,1775,12,560,T,1,replays/2ndRun\7dd42a4f2eea4d76a47b29f21a1cba4e.SC2Replay
543,Stats,64,31314,2600,10,818,P,1,replays/2ndRun\7dd869ebae82455d8487edfc8e6b9bb6.SC2Replay
544,TYTY,61,38594,8375,86,948,T,0,replays/2ndRun\7dd869ebae82455d8487edfc8e6b9bb6.SC2Replay
545,DnS,45,8184,800,4,392,P,1,replays/2ndRun\7de0cd78b8d24cf18c8eccef752c9860.SC2Replay
546,Zanster,49,7802,1450,17,413,Z,0,replays/2ndRun\7de0cd78b8d24cf18c8eccef752c9860.SC2Replay
547,SortOf,14,3549,1200,27,250,Z,0,replays/2ndRun\7df39b06b04643eeac12da6c4aa0eec1.SC2Replay
548,Snute,42,4012,1750,22,461,Z,1,replays/2ndRun\7df39b06b04643eeac12da6c4aa0eec1.SC2Replay
549,DnS,72,25923,2650,10,694,P,0,replays/2ndRun\7e4f463a0cda43b49d03e918a47cc93e.SC2Replay
550,LiquidSnute,79,39704,6925,101,751,Z,1,replays/2ndRun\7e4f463a0cda43b49d03e918a47cc93e.SC2Replay
551,SpeCial,58,61019,6200,76,1332,T,1,replays/2ndRun\7e5cf168990347159e643e6c99ff0236.SC2Replay
552,Reynor,61,53740,10450,79,1320,Z,0,replays/2ndRun\7e5cf168990347159e643e6c99ff0236.SC2Replay
553,Jarppi,52,27916,2800,39,729,T,0,replays/2ndRun\7e701357bb664e8bad002b5a065eab2f.SC2Replay
554,Erik,54,34129,6325,62,733,Z,1,replays/2ndRun\7e701357bb664e8bad002b5a065eab2f.SC2Replay
555,LiquidSnute,77,72875,10300,82,895,Z,1,replays/2ndRun\7e733e1eea684cd99826554b80de78f9.SC2Replay
556,BLY,69,56211,10350,81,914,Z,0,replays/2ndRun\7e733e1eea684cd99826554b80de78f9.SC2Replay
557,Neeblet,73,49338,5875,17,974,P,1,replays/2ndRun\7e85382b15734483a9ebfcbed12f7ed3.SC2Replay
558,SortOf,74,48169,9400,84,940,Z,0,replays/2ndRun\7e85382b15734483a9ebfcbed12f7ed3.SC2Replay
559,Ziggy,38,9777,1300,20,407,T,0,replays/2ndRun\7e85c1254e094bc296346ccb82075f71.SC2Replay
560,HuShang,42,7067,650,5,360,P,1,replays/2ndRun\7e85c1254e094bc296346ccb82075f71.SC2Replay
561,JJAKJI,54,19080,2725,30,629,T,0,replays/2ndRun\7ecdbcae88f94e33889019dd207c1091.SC2Replay
562,Solar,68,16964,4525,79,634,Z,1,replays/2ndRun\7ecdbcae88f94e33889019dd207c1091.SC2Replay
563,soul,45,10239,1000,9,455,T,0,replays/2ndRun\7efb7316b27e436a8c8e3b43f5882478.SC2Replay
564,soO,37,11824,3350,42,451,Z,1,replays/2ndRun\7efb7316b27e436a8c8e3b43f5882478.SC2Replay
565,puCK,61,14752,1575,7,570,P,1,replays/2ndRun\7efc5537e39045efa5686bf768a98fe7.SC2Replay
566,Crimson,47,23023,3475,66,597,Z,0,replays/2ndRun\7efc5537e39045efa5686bf768a98fe7.SC2Replay
567,,59,11449,1975,17,491,Z,0,replays/2ndRun\7f113a0eb3194b05a326d267aa5c4598.SC2Replay
568,,47,11876,1650,9,487,P,0,replays/2ndRun\7f113a0eb3194b05a326d267aa5c4598.SC2Replay
569,iGJim,0,0,0,0,0,U,1,replays/2ndRun\7f113a0eb3194b05a326d267aa5c4598.SC2Replay
570,iGRushcrazy,0,0,0,0,0,U,1,replays/2ndRun\7f113a0eb3194b05a326d267aa5c4598.SC2Replay
571,ByRada,21,9537,2225,55,411,Z,0,replays/2ndRun\7f24651c32db480582794280a8e056fb.SC2Replay
572,Kelazhur,39,11055,1050,14,403,T,1,replays/2ndRun\7f24651c32db480582794280a8e056fb.SC2Replay
573,SortOf,50,14186,5200,66,548,Z,0,replays/2ndRun\7f2e4ab0fb164d97ade88f312d1f53e8.SC2Replay
574,llllllllllll,44,12101,1800,8,456,P,1,replays/2ndRun\7f2e4ab0fb164d97ade88f312d1f53e8.SC2Replay
575,DnS,45,19434,1250,7,561,P,0,replays/2ndRun\7f31ab542a5740c2a648982d499ffd38.SC2Replay
576,ShoWTimE,47,12921,1625,9,565,P,1,replays/2ndRun\7f31ab542a5740c2a648982d499ffd38.SC2Replay
577,ShoWTimE,67,14709,1300,6,578,P,1,replays/2ndRun\7f338a6541694552bbde7a1d4ffa0f8c.SC2Replay
578,Namshar,67,24301,3350,31,688,Z,0,replays/2ndRun\7f338a6541694552bbde7a1d4ffa0f8c.SC2Replay
579,NoPinSea,65,27419,4075,15,707,P,0,replays/2ndRun\7f398bb395934c16826bcacee17b8d14.SC2Replay
580,Petraeus,82,24886,5050,56,760,Z,1,replays/2ndRun\7f398bb395934c16826bcacee17b8d14.SC2Replay
581,llllllllllll,35,4405,350,2,297,P,1,replays/2ndRun\7f49b0896b9f414aa701a26aa9f22826.SC2Replay
582,liquidthermy,27,5538,400,8,302,T,0,replays/2ndRun\7f49b0896b9f414aa701a26aa9f22826.SC2Replay
583,aLive,48,16158,2850,33,582,T,1,replays/2ndRun\7f4cdcdf35024b0497316b27564f1b2a.SC2Replay
584,Neeb,52,13470,1025,7,570,P,0,replays/2ndRun\7f4cdcdf35024b0497316b27564f1b2a.SC2Replay
585,Patience,36,6071,375,3,360,P,1,replays/2ndRun\7f5166b55c794cc2b90363d3f8c0549a.SC2Replay
586,aAaMiNiMaTh,33,5984,1075,21,360,Z,0,replays/2ndRun\7f5166b55c794cc2b90363d3f8c0549a.SC2Replay
587,KoMA,48,17340,1750,12,542,T,0,replays/2ndRun\7f5af5d135f14d7eb41e4efbcd06bcd9.SC2Replay
588,CMStormPolt,46,18870,2200,19,550,T,1,replays/2ndRun\7f5af5d135f14d7eb41e4efbcd06bcd9.SC2Replay
589,Serral,57,11192,3200,32,493,Z,1,replays/2ndRun\7f60acde9e00498cbe9c3ac93ab6628f.SC2Replay
590,Zest,46,13176,1225,7,486,P,0,replays/2ndRun\7f60acde9e00498cbe9c3ac93ab6628f.SC2Replay
591,GogojOey,37,7733,1200,13,340,Z,1,replays/2ndRun\7f676fca70a948eb9db4477c17d6fd17.SC2Replay
592,yohilo,26,8900,625,8,346,T,0,replays/2ndRun\7f676fca70a948eb9db4477c17d6fd17.SC2Replay
593,InZaNe,31,7914,1250,8,382,T,1,replays/2ndRun\7f6be81170c94083b01815d813990b2e.SC2Replay
594,Clem,37,7184,1100,13,379,T,0,replays/2ndRun\7f6be81170c94083b01815d813990b2e.SC2Replay
595,Zanster,74,36589,8950,76,841,Z,1,replays/2ndRun\7f90426d51594f2ab83c44e83d4c13f2.SC2Replay
596,cloudy,69,28702,4350,16,770,P,0,replays/2ndRun\7f90426d51594f2ab83c44e83d4c13f2.SC2Replay
597,iGXiGua,69,23235,5525,88,671,Z,0,replays/2ndRun\7f96c5614fc54725bc38b750215b4984.SC2Replay
598,iGRushcrazy,72,17486,2325,11,567,P,1,replays/2ndRun\7f96c5614fc54725bc38b750215b4984.SC2Replay
599,Ziggy,60,21757,3075,17,690,T,0,replays/2ndRun\7f96c7c9781849e4a1c796b548bc9a19.SC2Replay
600,Elazer,64,20809,5050,43,632,Z,1,replays/2ndRun\7f96c7c9781849e4a1c796b548bc9a19.SC2Replay
601,Snute,20,4760,1150,20,264,Z,0,replays/2ndRun\7f9ff54f836a45bd9b96ae97a6e396d5.SC2Replay
602,Harstem,22,2485,0,0,196,P,1,replays/2ndRun\7f9ff54f836a45bd9b96ae97a6e396d5.SC2Replay
603,Scarlett,59,22337,4500,31,785,Z,0,replays/2ndRun\7fa6466115f341569e55da0f36a2c395.SC2Replay
604,aLive,48,21268,3600,39,776,T,1,replays/2ndRun\7fa6466115f341569e55da0f36a2c395.SC2Replay
605,liquidthermy,15,2391,125,1,173,T,0,replays/2ndRun\7fd5cd7f5c4545a381e5b2a71205647d.SC2Replay
606,Neeblet,23,3012,100,1,190,P,1,replays/2ndRun\7fd5cd7f5c4545a381e5b2a71205647d.SC2Replay
607,Harstem,74,38055,3025,11,850,P,0,replays/2ndRun\8a27976428d24eb9a1e02a10cb36dca6.SC2Replay
608,Namshar,86,47146,5500,45,818,Z,1,replays/2ndRun\8a27976428d24eb9a1e02a10cb36dca6.SC2Replay
609,aLive,69,19868,3525,37,620,T,1,replays/2ndRun\8a36b06598c24488bc3c5d0f499919a0.SC2Replay
610,TYTY,66,25488,2800,19,620,T,0,replays/2ndRun\8a36b06598c24488bc3c5d0f499919a0.SC2Replay
611,puCK,55,52195,1600,6,996,P,0,replays/2ndRun\8a43046e568346be83b11bcbeb80b1b5.SC2Replay
612,uThermal,55,44034,5525,49,989,T,1,replays/2ndRun\8a43046e568346be83b11bcbeb80b1b5.SC2Replay
613,Petraeus,38,10403,3250,35,497,Z,1,replays/2ndRun\8a4bdb1a9c3d49a5b7766f676d71d753.SC2Replay
614,PiG,37,16343,2900,43,495,Z,0,replays/2ndRun\8a4bdb1a9c3d49a5b7766f676d71d753.SC2Replay
615,Optimus,65,43577,7700,79,1058,T,0,replays/2ndRun\8a4fdb9990b04194b52b741f53393804.SC2Replay
616,LiquidTLO,78,44281,9850,162,1016,Z,1,replays/2ndRun\8a4fdb9990b04194b52b741f53393804.SC2Replay
617,Nice,33,29976,425,3,652,P,0,replays/2ndRun\8a5141dd21ef47709120ac94c5e3d3df.SC2Replay
618,ShoWTimE,44,10973,2125,10,494,P,1,replays/2ndRun\8a5141dd21ef47709120ac94c5e3d3df.SC2Replay
619,MightyKiwi,55,35061,9450,77,883,Z,1,replays/2ndRun\8a61c136b3b04639b361b4ff70ed48ce.SC2Replay
620,PandaBearMe,56,25605,6400,63,730,Z,0,replays/2ndRun\8a61c136b3b04639b361b4ff70ed48ce.SC2Replay
621,Nerchio,73,18080,5650,49,676,Z,0,replays/2ndRun\8a6588f9ca76474aa94d70fc7e2ed61e.SC2Replay
622,Scarlett,66,25923,8550,96,676,Z,1,replays/2ndRun\8a6588f9ca76474aa94d70fc7e2ed61e.SC2Replay
