,player,total_workers,resource_mining,total_army_value,total_army,time,fraction,winner,replay_filename
623,Stats,65,27545,1200,5,670,P,1,replays/2ndRun\8a67be074d774eeb8b80b1074ef395a8.SC2Replay
624,Dana,67,15028,4850,51,587,Z,0,replays/2ndRun\8a67be074d774eeb8b80b1074ef395a8.SC2Replay
625,Harstem,70,16146,1250,5,643,P,1,replays/2ndRun\8a68dcb706fc4af5a1017550a19bae09.SC2Replay
626,AxImpact,66,17887,7875,88,653,Z,0,replays/2ndRun\8a68dcb706fc4af5a1017550a19bae09.SC2Replay
627,liquidthermy,25,6418,200,2,291,T,0,replays/2ndRun\8a6c476cb5b04162a7212d6396d0e41a.SC2Replay
628,Guru,36,9551,2150,17,440,Z,1,replays/2ndRun\8a6c476cb5b04162a7212d6396d0e41a.SC2Replay
629,OGZest,23,10387,375,2,427,P,1,replays/2ndRun\8a6cd3f7e5b443ca9cab7b5fc01bed17.SC2Replay
630,Kas,27,9626,1425,12,437,T,0,replays/2ndRun\8a6cd3f7e5b443ca9cab7b5fc01bed17.SC2Replay
631,Kas,32,7042,775,7,345,T,0,replays/2ndRun\8a83a36c05fe4a9888ea550157ea915c.SC2Replay
632,soO,35,5396,1125,12,330,Z,1,replays/2ndRun\8a83a36c05fe4a9888ea550157ea915c.SC2Replay
633,liquidthermy,25,3634,0,0,245,P,1,replays/2ndRun\8a83c111ee5343298dfd5ed0424128dc.SC2Replay
634,Zanster,21,5018,850,10,258,Z,0,replays/2ndRun\8a83c111ee5343298dfd5ed0424128dc.SC2Replay
635,Pokebunny,25,4487,350,6,278,T,0,replays/2ndRun\8a9945f24dc84fefb3461d7f1f6a098a.SC2Replay
636,TLO,27,6553,1300,9,364,Z,1,replays/2ndRun\8a9945f24dc84fefb3461d7f1f6a098a.SC2Replay
637,Mana,27,10741,1400,7,392,P,1,replays/2ndRun\8ad0af70dba54f848bdabda1582e7000.SC2Replay
638,Raze,24,3270,250,2,258,P,0,replays/2ndRun\8ad0af70dba54f848bdabda1582e7000.SC2Replay
639,HeRoMaRinE,61,14853,3300,41,650,T,0,replays/2ndRun\8b0af0c5cc8240d5968f432b35cc335e.SC2Replay
640,Zest,64,21898,1400,5,644,P,1,replays/2ndRun\8b0af0c5cc8240d5968f432b35cc335e.SC2Replay
641,Ghost,61,22297,3725,38,738,T,1,replays/2ndRun\8b10a15ed94b468f870ad5dd3abb3d6c.SC2Replay
642,Alexander,50,31754,2575,28,741,T,0,replays/2ndRun\8b10a15ed94b468f870ad5dd3abb3d6c.SC2Replay
643,Maru,31,15347,2000,17,553,T,0,replays/2ndRun\8b15d1aaf7bd4906a2af0c002ef618e5.SC2Replay
644,INnoVation,36,12443,1475,6,520,T,1,replays/2ndRun\8b15d1aaf7bd4906a2af0c002ef618e5.SC2Replay
645,JonSnow,37,7737,2025,32,423,Z,1,replays/2ndRun\8b5ff7a3e1ec421eb2653e6a9ec8a9de.SC2Replay
646,Zanster,50,8073,1800,24,426,Z,0,replays/2ndRun\8b5ff7a3e1ec421eb2653e6a9ec8a9de.SC2Replay
647,Bonkarooni,60,15138,1200,2,563,P,0,replays/2ndRun\8b811ec4d6104d74b378121a50c09786.SC2Replay
648,ZenedoR,53,19198,2825,27,573,Z,1,replays/2ndRun\8b811ec4d6104d74b378121a50c09786.SC2Replay
649,Soulkey,79,18418,4700,56,629,Z,1,replays/2ndRun\8b88ec1ccc6b48deb46d23cd2f579210.SC2Replay
650,Polt,47,16302,2475,39,626,T,0,replays/2ndRun\8b88ec1ccc6b48deb46d23cd2f579210.SC2Replay
651,MaNa,44,21027,1450,8,703,P,1,replays/2ndRun\8bac755f57944520b5a8cac898609e85.SC2Replay
652,Has,48,22057,1075,6,707,P,0,replays/2ndRun\8bac755f57944520b5a8cac898609e85.SC2Replay
653,GOStephano,59,21884,6425,54,696,Z,0,replays/2ndRun\8bb2203cbbab42fabcde720bf34d00fa.SC2Replay
654,Zest,54,22809,2100,8,653,P,1,replays/2ndRun\8bb2203cbbab42fabcde720bf34d00fa.SC2Replay
655,Pono,19,4705,800,13,240,Z,1,replays/2ndRun\8bbd7fd233f041c09332f84a7477d966.SC2Replay
656,benttwig,21,4131,600,10,227,Z,0,replays/2ndRun\8bbd7fd233f041c09332f84a7477d966.SC2Replay
657,Crow,27,4378,1425,30,339,Z,0,replays/2ndRun\8bc981aa005d48459f20f9d62dfe535d.SC2Replay
658,NoRegreT,23,5520,1100,25,317,Z,1,replays/2ndRun\8bc981aa005d48459f20f9d62dfe535d.SC2Replay
659,LiquidSnute,57,11529,2175,39,555,Z,0,replays/2ndRun\8be463927b8840d7ba5e82dabc86d4cb.SC2Replay
660,lllIIIIllll,53,16707,2550,11,577,P,1,replays/2ndRun\8be463927b8840d7ba5e82dabc86d4cb.SC2Replay
661,ByuN,25,4595,800,10,290,T,1,replays/2ndRun\8c03f998ef5d41dba07ede7703b106ab.SC2Replay
662,Lilbow,35,4916,525,3,296,P,0,replays/2ndRun\8c03f998ef5d41dba07ede7703b106ab.SC2Replay
663,TLO,70,24291,7025,83,729,Z,1,replays/2ndRun\8c319cdaa6e44d1c9269ec15cb4fe520.SC2Replay
664,MaNa,71,26149,1600,7,685,P,0,replays/2ndRun\8c319cdaa6e44d1c9269ec15cb4fe520.SC2Replay
665,ShoWTimE,30,14562,1900,8,563,P,1,replays/2ndRun\8c31a4069cbf451f9b7f9dd49790a1ca.SC2Replay
666,DnS,24,7337,1250,7,378,P,0,replays/2ndRun\8c31a4069cbf451f9b7f9dd49790a1ca.SC2Replay
667,Harstem,69,15523,975,5,598,P,1,replays/2ndRun\8c8170da4acd4ceb80c3590f29e155ea.SC2Replay
668,Bunny,60,31080,5100,58,828,T,0,replays/2ndRun\8c8170da4acd4ceb80c3590f29e155ea.SC2Replay
669,Denver,62,17917,8050,68,760,Z,0,replays/2ndRun\8c9893ca2b4f4c5da7880b5806bbc0cb.SC2Replay
670,Stephano,64,36023,6550,59,761,Z,1,replays/2ndRun\8c9893ca2b4f4c5da7880b5806bbc0cb.SC2Replay
671,hydra,81,38676,5275,52,734,Z,1,replays/2ndRun\8cadc4be888e448e82035c6cca1901e9.SC2Replay
672,HuK,69,32497,2300,9,731,P,0,replays/2ndRun\8cadc4be888e448e82035c6cca1901e9.SC2Replay
673,ByuN,50,17602,4950,53,656,T,1,replays/2ndRun\8cae86a3cbc54030852d591769cd485e.SC2Replay
674,Stats,61,28961,2250,8,767,P,0,replays/2ndRun\8cae86a3cbc54030852d591769cd485e.SC2Replay
675,Snute,39,9552,2950,35,466,Z,1,replays/2ndRun\8cb2e2382dd947efa3847903a951432c.SC2Replay
676,Elazer,27,14487,3450,37,499,Z,0,replays/2ndRun\8cb2e2382dd947efa3847903a951432c.SC2Replay
677,LiquidMaNa,55,16791,1425,7,584,P,0,replays/2ndRun\8cc5b1eacfa54ce591a0014f16f82f97.SC2Replay
678,Elazer,70,46188,9200,95,766,Z,1,replays/2ndRun\8cc5b1eacfa54ce591a0014f16f82f97.SC2Replay
679,Serral,19,11346,1525,31,432,Z,0,replays/2ndRun\8ccff03666fd48a58927a11332225e3e.SC2Replay
680,Nerchio,24,5023,1200,26,426,Z,1,replays/2ndRun\8ccff03666fd48a58927a11332225e3e.SC2Replay
681,Harstem,45,12878,2850,11,571,P,0,replays/2ndRun\8ce88f78e6644cf9b81cfc314f60f70e.SC2Replay
682,Neeb,54,14737,1100,6,583,P,1,replays/2ndRun\8ce88f78e6644cf9b81cfc314f60f70e.SC2Replay
683,SortOf,41,8800,1700,24,410,Z,1,replays/2ndRun\8cfc67d6aec44845be4728364ce41bea.SC2Replay
684,Zanster,30,9654,2475,29,447,Z,0,replays/2ndRun\8cfc67d6aec44845be4728364ce41bea.SC2Replay
685,DnS,73,42141,3100,11,888,P,1,replays/2ndRun\8d076e18b35b4523b41ae7555d3e76c7.SC2Replay
686,SpeCial,74,34930,8775,83,901,T,0,replays/2ndRun\8d076e18b35b4523b41ae7555d3e76c7.SC2Replay
687,Bunny,30,7635,500,5,321,T,0,replays/2ndRun\8d13364ad23a4e7c8e0d9bd94644215f.SC2Replay
688,HellraiseR,37,4487,625,4,326,P,1,replays/2ndRun\8d13364ad23a4e7c8e0d9bd94644215f.SC2Replay
689,Elazer,47,12543,2225,48,492,Z,1,replays/2ndRun\8d18f5c424c74c65998055d9bf0aca2a.SC2Replay
690,TSGSolar,36,8814,3950,56,495,Z,0,replays/2ndRun\8d18f5c424c74c65998055d9bf0aca2a.SC2Replay
691,ShaDoWn,35,14729,100,1,668,P,1,replays/2ndRun\8d3d612383204d0a8b0ee674bb37fc01.SC2Replay
692,Semper,26,14786,1475,13,672,T,0,replays/2ndRun\8d3d612383204d0a8b0ee674bb37fc01.SC2Replay
693,FeaR,42,5344,525,3,357,P,0,replays/2ndRun\8d56707e328847c4be34d32a048b41c6.SC2Replay
694,aLive,40,8918,1450,15,442,T,1,replays/2ndRun\8d56707e328847c4be34d32a048b41c6.SC2Replay
695,TRUE,65,29202,7775,89,847,Z,0,replays/2ndRun\8d5a714e03864f2ab9ab54da8effef7c.SC2Replay
696,Nerchio,65,28296,7400,51,842,Z,1,replays/2ndRun\8d5a714e03864f2ab9ab54da8effef7c.SC2Replay
697,LiquidSnute,75,27041,5225,82,692,Z,0,replays/2ndRun\8d5a821c697b4a1395089ea503776006.SC2Replay
698,DnS,68,17232,1925,9,592,P,1,replays/2ndRun\8d5a821c697b4a1395089ea503776006.SC2Replay
699,Geralt,45,16681,100,1,654,P,1,replays/2ndRun\8d9d3d9eccdb4705973309eb5827c152.SC2Replay
700,Patience,45,18422,1900,8,650,P,0,replays/2ndRun\8d9d3d9eccdb4705973309eb5827c152.SC2Replay
701,SpeCial,64,37415,7125,91,1011,T,0,replays/2ndRun\8e02cb7360bf4289975a69563fa56408.SC2Replay
702,Serral,75,67917,11325,157,931,Z,1,replays/2ndRun\8e02cb7360bf4289975a69563fa56408.SC2Replay
703,PiLiPiLi,62,29234,2050,8,643,P,1,replays/2ndRun\8e214ee853cc4e5e969953f9a610936b.SC2Replay
704,Dayshi,57,20740,3475,41,646,T,0,replays/2ndRun\8e214ee853cc4e5e969953f9a610936b.SC2Replay
705,Lambo,40,9167,1950,23,445,Z,1,replays/2ndRun\8e26dee15aa145e3bbd9effca276fee9.SC2Replay
706,Elroye,41,11669,2200,19,451,Z,0,replays/2ndRun\8e26dee15aa145e3bbd9effca276fee9.SC2Replay
707,Neeb,72,38728,3225,14,771,P,1,replays/2ndRun\8e401cdad8734d3982b3f6e53d78fa4d.SC2Replay
708,intense,69,37828,6700,65,899,T,0,replays/2ndRun\8e401cdad8734d3982b3f6e53d78fa4d.SC2Replay
709,Zest,46,12312,1575,6,458,P,1,replays/2ndRun\8e4b28d95c154d40af5bf9abac5cedb4.SC2Replay
710,NightEnD,41,13118,750,5,463,P,0,replays/2ndRun\8e4b28d95c154d40af5bf9abac5cedb4.SC2Replay
711,PartinG,50,27981,900,4,615,P,0,replays/2ndRun\8e52342e71fb4238aab17eb8178de2c3.SC2Replay
712,GOStephano,50,13719,3850,73,535,Z,1,replays/2ndRun\8e52342e71fb4238aab17eb8178de2c3.SC2Replay
713,niceq,71,46526,6500,65,887,T,0,replays/2ndRun\8e55a7cca3e34d61a541f5667996f84d.SC2Replay
714,ParanOid,68,52919,7250,107,786,Z,1,replays/2ndRun\8e55a7cca3e34d61a541f5667996f84d.SC2Replay
715,ShoWTimE,55,38611,2275,12,906,P,1,replays/2ndRun\8e605bb4c599455f8c8948bf44d3acdf.SC2Replay
716,Kelazhur,48,79277,5300,63,1066,T,0,replays/2ndRun\8e605bb4c599455f8c8948bf44d3acdf.SC2Replay
717,Harstem,56,12309,1300,6,509,P,1,replays/2ndRun\8e72245ed00349698cc89d14b9d5218c.SC2Replay
718,Neuro,56,8714,2425,45,476,Z,0,replays/2ndRun\8e72245ed00349698cc89d14b9d5218c.SC2Replay
719,Stephano,56,13710,4325,48,579,Z,1,replays/2ndRun\8e7a06dc0db44ac08147e8c802147191.SC2Replay
720,Zest,56,21847,1300,6,584,P,0,replays/2ndRun\8e7a06dc0db44ac08147e8c802147191.SC2Replay
721,Kelazhur,64,22414,1325,9,633,T,1,replays/2ndRun\8ed42efacf8e4151a556cf282c296155.SC2Replay
722,Namshar,68,27573,2525,31,634,Z,0,replays/2ndRun\8ed42efacf8e4151a556cf282c296155.SC2Replay
723,Neeb,53,16211,1775,10,606,P,0,replays/2ndRun\8ed830810ba1458b8c066b7fcf072e5b.SC2Replay
724,uThermal,44,19906,1675,20,604,T,1,replays/2ndRun\8ed830810ba1458b8c066b7fcf072e5b.SC2Replay
725,Denver,56,8739,2175,27,466,Z,1,replays/2ndRun\8ede37e630574828bf9b0da887634237.SC2Replay
726,Hjax,47,9052,1100,5,418,P,0,replays/2ndRun\8ede37e630574828bf9b0da887634237.SC2Replay
727,DnS,20,3293,350,2,221,P,1,replays/2ndRun\8f03f478806c4aafa8c3eeb9ecbd3877.SC2Replay
728,Frontstab,21,15944,350,2,525,P,0,replays/2ndRun\8f03f478806c4aafa8c3eeb9ecbd3877.SC2Replay
729,NonY,39,6749,275,2,341,P,1,replays/2ndRun\8f1543c93fed485bbb8dcffae6178f29.SC2Replay
730,Pono,34,4016,750,6,335,Z,0,replays/2ndRun\8f1543c93fed485bbb8dcffae6178f29.SC2Replay
731,Harstem,40,15570,2150,10,513,P,1,replays/2ndRun\8f224dbf06384fd6953b2db1e692059c.SC2Replay
732,Gauss,38,21812,1125,5,518,P,0,replays/2ndRun\8f224dbf06384fd6953b2db1e692059c.SC2Replay
733,SouLeer,25,5122,1350,27,368,Z,0,replays/2ndRun\8f2cebe417bb4b3dba82df01577efb75.SC2Replay
734,llllllllllll,41,7316,675,3,365,P,1,replays/2ndRun\8f2cebe417bb4b3dba82df01577efb75.SC2Replay
735,SortOf,55,54408,8100,54,1330,Z,1,replays/2ndRun\8f3c6281a20d4d4d9aa90e10c1f1f8aa.SC2Replay
736,RlSky,66,72298,11175,84,1387,Z,0,replays/2ndRun\8f3c6281a20d4d4d9aa90e10c1f1f8aa.SC2Replay
737,EnvyusViolet,44,8561,2250,20,468,Z,1,replays/2ndRun\8f4838468601450fb1b53800549f0a3c.SC2Replay
738,iGXiGua,37,7617,2825,27,469,Z,0,replays/2ndRun\8f4838468601450fb1b53800549f0a3c.SC2Replay
739,TLO,21,1230,200,2,137,Z,1,replays/2ndRun\8f5029106f244504b62264b1ee6f6ade.SC2Replay
740,Alexander,17,1195,50,1,164,T,0,replays/2ndRun\8f5029106f244504b62264b1ee6f6ade.SC2Replay
741,Patience,18,755,0,0,96,P,1,replays/2ndRun\8f5391c4305044918e590bd88e23d289.SC2Replay
742,Zest,21,1034,0,0,137,P,0,replays/2ndRun\8f5391c4305044918e590bd88e23d289.SC2Replay
743,MaNa,72,22970,2825,10,625,P,0,replays/2ndRun\8f5764683e42422f91a9272e0666bb16.SC2Replay
744,Serral,81,17288,5925,58,676,Z,1,replays/2ndRun\8f5764683e42422f91a9272e0666bb16.SC2Replay
745,ShoWTimE,56,53945,3350,10,1051,P,0,replays/2ndRun\8f608d27cb4841dbb4a7f3a778d3cadc.SC2Replay
746,AxImpact,62,26252,10925,85,984,Z,1,replays/2ndRun\8f608d27cb4841dbb4a7f3a778d3cadc.SC2Replay
747,SortOf,77,25878,5650,74,734,Z,1,replays/2ndRun\8f6878f637614450b99836e38661f07a.SC2Replay
748,Time,53,21696,2825,33,740,T,0,replays/2ndRun\8f6878f637614450b99836e38661f07a.SC2Replay
749,Erik,50,12558,2950,27,527,Z,0,replays/2ndRun\8f89f0b011214e3fab67ee2601309001.SC2Replay
750,Cham,40,13953,3050,31,563,Z,1,replays/2ndRun\8f89f0b011214e3fab67ee2601309001.SC2Replay
751,GOStephano,16,2627,700,14,203,Z,1,replays/2ndRun\8f986cbdf630480db21fdb7fd85ce356.SC2Replay
752,lIIllllIIlll,17,1555,300,6,202,T,0,replays/2ndRun\8f986cbdf630480db21fdb7fd85ce356.SC2Replay
753,LiquidMaNa,62,46698,4275,15,989,P,1,replays/2ndRun\8fae19b31cd742e6afc048dc022271f6.SC2Replay
754,Patience,67,53187,3900,13,974,P,0,replays/2ndRun\8fae19b31cd742e6afc048dc022271f6.SC2Replay
755,Bly,18,2606,400,10,200,Z,1,replays/2ndRun\8fb4b493c5334046a1a8c50ff2ec0a7f.SC2Replay
756,Seventy,22,4390,225,2,212,P,0,replays/2ndRun\8fb4b493c5334046a1a8c50ff2ec0a7f.SC2Replay
757,SortOf,63,16946,3775,44,621,Z,0,replays/2ndRun\8ffc4ef391814bf6a785d792d0771dc3.SC2Replay
758,PiLiPiLi,67,21449,3875,17,596,P,1,replays/2ndRun\8ffc4ef391814bf6a785d792d0771dc3.SC2Replay
759,HeroMarine,71,21929,4425,54,728,T,0,replays/2ndRun\9a1b70241cf244c49461976df013ca88.SC2Replay
760,soO,75,36893,5850,107,711,Z,1,replays/2ndRun\9a1b70241cf244c49461976df013ca88.SC2Replay
761,JimRising,35,11048,2450,31,430,Z,0,replays/2ndRun\9a1bc03ed51c439287318e080e6a0dff.SC2Replay
762,Light,51,15321,1950,22,591,T,1,replays/2ndRun\9a1bc03ed51c439287318e080e6a0dff.SC2Replay
763,daydrA,37,11860,1575,22,544,Z,1,replays/2ndRun\9a562e86ad81475ca11a842a04c0fd53.SC2Replay
764,Nistic,26,8166,1625,20,515,Z,0,replays/2ndRun\9a562e86ad81475ca11a842a04c0fd53.SC2Replay
765,TLO,53,8136,2550,47,456,Z,1,replays/2ndRun\9a6058b4175c45208aed0bc8abda5260.SC2Replay
766,AlienViruz,33,18821,1300,13,446,T,0,replays/2ndRun\9a6058b4175c45208aed0bc8abda5260.SC2Replay
767,Bly,21,6100,575,9,492,Z,1,replays/2ndRun\9a60f3a2607341239aafe6609f095727.SC2Replay
768,EnDerr,13,2685,600,18,214,Z,0,replays/2ndRun\9a60f3a2607341239aafe6609f095727.SC2Replay
769,Namshar,48,6496,1250,15,376,Z,1,replays/2ndRun\9a6c4bcbcba04d20bdc122f68833968d.SC2Replay
770,Elazer,53,8053,1300,15,376,Z,0,replays/2ndRun\9a6c4bcbcba04d20bdc122f68833968d.SC2Replay
771,RaiN,12,50,0,0,0,P,0,replays/2ndRun\9a71ea61fa4b48deaeadfc66c5a2f2c0.SC2Replay
772,Oobios,12,50,100,1,0,Z,1,replays/2ndRun\9a71ea61fa4b48deaeadfc66c5a2f2c0.SC2Replay
773,TIME,50,17452,975,6,595,T,1,replays/2ndRun\9a8173b47bb0467d8762b5cff5e4e1f0.SC2Replay
774,iGiA,48,14334,3100,33,609,Z,0,replays/2ndRun\9a8173b47bb0467d8762b5cff5e4e1f0.SC2Replay
775,Kelazhur,30,9685,1100,6,388,T,1,replays/2ndRun\9a8f31c96ba1411d95ca3b4d9f6e7600.SC2Replay
776,Dolan,29,12487,600,4,387,T,0,replays/2ndRun\9a8f31c96ba1411d95ca3b4d9f6e7600.SC2Replay
777,Scarlett,60,12614,1975,24,524,Z,0,replays/2ndRun\9aa6195bae824820985cdae5de186b68.SC2Replay
778,TIME,47,15618,625,8,523,T,1,replays/2ndRun\9aa6195bae824820985cdae5de186b68.SC2Replay
779,Lambo,66,24576,6700,57,675,Z,1,replays/2ndRun\9ab689b42ff448c0ab5fd77f46b72d9f.SC2Replay
780,soO,63,19521,8225,70,676,Z,0,replays/2ndRun\9ab689b42ff448c0ab5fd77f46b72d9f.SC2Replay
781,Zest,55,30364,1700,8,643,P,1,replays/2ndRun\9aba6756accb49008c4c48e5d39b0925.SC2Replay
782,Stats,54,26964,2300,10,658,P,0,replays/2ndRun\9aba6756accb49008c4c48e5d39b0925.SC2Replay
783,ShoWTimE,66,30942,6330,33,826,P,1,replays/2ndRun\9ac435bfcde846cc99659c3382e08b34.SC2Replay
784,Neeb,79,19458,3950,15,746,P,0,replays/2ndRun\9ac435bfcde846cc99659c3382e08b34.SC2Replay
785,Snute,63,120782,16650,90,1695,Z,0,replays/2ndRun\9ac9ec7ed92746fabd5a18b6d76ca7f5.SC2Replay
786,Has,75,123572,13380,117,1515,P,1,replays/2ndRun\9ac9ec7ed92746fabd5a18b6d76ca7f5.SC2Replay
787,ByuN,50,19726,4700,52,665,T,0,replays/2ndRun\9ada818a551749e1b6337f4b71485fc3.SC2Replay
788,Ryung,51,20181,4725,50,667,T,1,replays/2ndRun\9ada818a551749e1b6337f4b71485fc3.SC2Replay
789,Serral,67,13116,1975,21,500,Z,1,replays/2ndRun\9adbee9d739c4f72953c8b33ce7274ee.SC2Replay
790,ShoWTimE,61,9732,1600,8,503,P,0,replays/2ndRun\9adbee9d739c4f72953c8b33ce7274ee.SC2Replay
791,Rose,18,2641,500,20,200,Z,0,replays/2ndRun\9b042352c766453ea8573153ebefb9d2.SC2Replay
792,Fist,14,3215,800,18,202,Z,1,replays/2ndRun\9b042352c766453ea8573153ebefb9d2.SC2Replay
793,puCK,67,27054,1850,8,682,P,0,replays/2ndRun\9b0ba86a5ea14d26ae2fac2d1b0ed4a4.SC2Replay
794,CMStormPolt,60,26043,4325,58,757,T,1,replays/2ndRun\9b0ba86a5ea14d26ae2fac2d1b0ed4a4.SC2Replay
795,McMonroe,67,31207,4400,73,690,Z,0,replays/2ndRun\9b105fce006f42a9966448b096440bc2.SC2Replay
796,Optimus,68,17834,2800,39,684,T,1,replays/2ndRun\9b105fce006f42a9966448b096440bc2.SC2Replay
797,Hydra,14,1951,750,16,193,Z,1,replays/2ndRun\9b146555ef3f411697c089a68ae2e5d2.SC2Replay
798,Elazer,21,2958,350,5,196,Z,0,replays/2ndRun\9b146555ef3f411697c089a68ae2e5d2.SC2Replay
799,HeroMarine,47,10451,850,15,448,T,0,replays/2ndRun\9b294cd3bfde45f6aeeeb95d20f55dcf.SC2Replay
800,Elazer,61,21432,2000,32,567,Z,1,replays/2ndRun\9b294cd3bfde45f6aeeeb95d20f55dcf.SC2Replay
801,HuK,40,9788,475,3,424,P,1,replays/2ndRun\9b2d3e7c87d64a30ae895d4eb0aa3033.SC2Replay
802,PiG,60,15951,2000,34,502,Z,0,replays/2ndRun\9b2d3e7c87d64a30ae895d4eb0aa3033.SC2Replay
803,soul,46,14825,1650,16,513,T,1,replays/2ndRun\9b4d1dc54edc41509ef30ca5f21286a6.SC2Replay
804,MightyKiwi,44,9586,3100,54,513,Z,0,replays/2ndRun\9b4d1dc54edc41509ef30ca5f21286a6.SC2Replay
805,Scarlett,61,18830,8025,78,757,Z,0,replays/2ndRun\9b6967fe29024236a10c8de66d46f218.SC2Replay
806,Serral,67,28967,7375,61,757,Z,1,replays/2ndRun\9b6967fe29024236a10c8de66d46f218.SC2Replay
807,Serral,12,70,100,1,15,Z,1,replays/2ndRun\9b74f9262fad45d3a439056855cce1c6.SC2Replay
808,SpeCial,13,75,0,0,17,T,0,replays/2ndRun\9b74f9262fad45d3a439056855cce1c6.SC2Replay
809,TRUE,57,46116,10875,137,884,Z,1,replays/2ndRun\9b7946a8a8f0462ebcf3517675926a1b.SC2Replay
810,Bails,69,29309,2325,8,764,P,0,replays/2ndRun\9b7946a8a8f0462ebcf3517675926a1b.SC2Replay
811,Lambo,89,37116,9850,68,873,Z,1,replays/2ndRun\9b8b4a0c28f845aba08c60150e4509fc.SC2Replay
812,LiquidMaNa,84,47118,4825,18,840,P,0,replays/2ndRun\9b8b4a0c28f845aba08c60150e4509fc.SC2Replay
813,Clem,40,8294,1475,17,427,T,0,replays/2ndRun\9b96b80b7df04b74ba22d6d1fd497ac2.SC2Replay
814,Harstem,55,14736,2175,8,541,P,1,replays/2ndRun\9b96b80b7df04b74ba22d6d1fd497ac2.SC2Replay
815,SpeCial,61,27686,5300,57,846,T,0,replays/2ndRun\9bb98682b78646fdb5fe58fcbfcaf72a.SC2Replay
816,Neeb,61,25759,2675,12,665,P,1,replays/2ndRun\9bb98682b78646fdb5fe58fcbfcaf72a.SC2Replay
817,PtitDrogo,44,7726,800,4,390,P,1,replays/2ndRun\9bcddb48eaff491596168c383a0fbc51.SC2Replay
818,Reynor,47,6344,1300,17,381,Z,0,replays/2ndRun\9bcddb48eaff491596168c383a0fbc51.SC2Replay
819,Happy,64,22165,4950,53,750,T,1,replays/2ndRun\9beb608cd9cf4be0937007e54b4fb1b2.SC2Replay
820,LiquidMaNa,63,27266,900,5,709,P,0,replays/2ndRun\9beb608cd9cf4be0937007e54b4fb1b2.SC2Replay
821,MaNa,50,14624,900,4,499,P,1,replays/2ndRun\9bff4ba444ab4433a45bf31b97a4bb2d.SC2Replay
822,ViBE,55,8286,2200,17,460,Z,0,replays/2ndRun\9bff4ba444ab4433a45bf31b97a4bb2d.SC2Replay
823,Creature,62,25149,6150,23,825,P,0,replays/2ndRun\9c0ec84030d7478a8b7a90c948aa2c73.SC2Replay
824,Mokomi,56,22730,6850,26,816,P,1,replays/2ndRun\9c0ec84030d7478a8b7a90c948aa2c73.SC2Replay
825,Snute,76,26436,8300,73,730,Z,1,replays/2ndRun\9c25a986c8894c49b733ff4147626223.SC2Replay
826,Has,81,28453,7175,25,775,P,0,replays/2ndRun\9c25a986c8894c49b733ff4147626223.SC2Replay
827,MightyKiwi,36,10760,1875,39,452,Z,1,replays/2ndRun\9c3310ecdea5434588e79fc3a04da1e7.SC2Replay
828,ZergGirl,22,10911,1825,46,449,Z,0,replays/2ndRun\9c3310ecdea5434588e79fc3a04da1e7.SC2Replay
829,INnoVation,66,35571,6575,79,945,T,1,replays/2ndRun\9c799a8a4b3f4660b31e7d106c3302b6.SC2Replay
830,Dark,78,47229,12675,185,947,Z,0,replays/2ndRun\9c799a8a4b3f4660b31e7d106c3302b6.SC2Replay
831,TYTY,35,12308,1975,19,525,T,1,replays/2ndRun\9cc45102cd744647ba53ba8ffbeac615.SC2Replay
832,llllllllllll,44,8010,375,3,395,P,0,replays/2ndRun\9cc45102cd744647ba53ba8ffbeac615.SC2Replay
