,Unnamed: 0.1,Unnamed: 0,player,total_workers,resource_mining,total_army_value,total_army,time,fraction,winner,replay_filename
0,0,0,soul,57,23323,3450,38,676,0,0,replays/4thRun\0085e5bcbcdd41d7809f7429a46d8bbf.SC2Replay
1,1,1,MaNa,67,21684,2800,12,653,0,1,replays/4thRun\0085e5bcbcdd41d7809f7429a46d8bbf.SC2Replay
2,2,2,Scarlett,14,3180,500,14,180,0,1,replays/4thRun\0097cad75a0e404a936cf28ae3ef67d1.SC2Replay
3,3,3,Serral,17,2711,400,10,197,0,0,replays/4thRun\0097cad75a0e404a936cf28ae3ef67d1.SC2Replay
4,4,4,GogojOey,49,15634,4300,33,524,0,1,replays/4thRun\0120e4e04bba43a78e3a060a3245b3c8.SC2Replay
5,5,5,Stephano,42,11287,2750,24,519,0,0,replays/4thRun\0120e4e04bba43a78e3a060a3245b3c8.SC2Replay
6,6,6,HellraiseR,70,36957,1700,7,837,0,0,replays/4thRun\0151e5d7a7b14a7997878c040e0ebea2.SC2Replay
7,7,7,DeMusliM,65,33096,6025,52,767,0,1,replays/4thRun\0151e5d7a7b14a7997878c040e0ebea2.SC2Replay
8,8,8,MaSa,23,3472,200,2,222,0,0,replays/4thRun\0218e457157e4bb9bc6bb832c8de9ef2.SC2Replay
9,9,9,uThermal,21,2212,400,4,241,0,1,replays/4thRun\0218e457157e4bb9bc6bb832c8de9ef2.SC2Replay
10,10,10,Lambo,85,28586,7700,68,801,0,1,replays/4thRun\0245b79d7de342959c4362fa46d86f77.SC2Replay
11,11,11,LiquidMaNa,69,41849,1675,6,763,0,0,replays/4thRun\0245b79d7de342959c4362fa46d86f77.SC2Replay
12,12,12,TYTY,47,13202,1975,23,503,0,1,replays/4thRun\0278ef31567745f4beb4e2d114804c25.SC2Replay
13,13,13,Stats,47,14489,1150,6,493,0,0,replays/4thRun\0278ef31567745f4beb4e2d114804c25.SC2Replay
14,14,14,daydrA,42,10849,3225,39,502,0,1,replays/4thRun\0334b98dfb7747fc9a4e56c9ccd17151.SC2Replay
15,15,15,NonY,46,13197,1200,5,473,0,0,replays/4thRun\0334b98dfb7747fc9a4e56c9ccd17151.SC2Replay
16,16,16,Kelazhur,67,24909,3025,37,689,0,1,replays/4thRun\0338d9d809f54e4897d54dc87bd5797d.SC2Replay
17,17,17,ShoWTimE,65,19559,925,5,607,0,0,replays/4thRun\0338d9d809f54e4897d54dc87bd5797d.SC2Replay
18,18,18,Sioras,60,16506,2950,44,534,0,0,replays/4thRun\0341c5fc2e7346709efc542d053b7c8c.SC2Replay
19,19,19,Has,50,18830,875,4,514,0,1,replays/4thRun\0341c5fc2e7346709efc542d053b7c8c.SC2Replay
20,20,20,Rex,48,7777,2500,43,455,0,0,replays/4thRun\0367a397239f4a5fbcfb66f1c87a29af.SC2Replay
21,21,21,Nice,37,16675,925,6,505,0,1,replays/4thRun\0367a397239f4a5fbcfb66f1c87a29af.SC2Replay
22,22,22,Rose,21,3934,750,12,258,0,0,replays/4thRun\0514bb4944404beca288269369a662fb.SC2Replay
23,23,23,Rex,15,3491,1025,22,277,0,1,replays/4thRun\0514bb4944404beca288269369a662fb.SC2Replay
24,24,24,Harstem,57,22888,3075,11,704,0,0,replays/4thRun\0515a83fe2e542c4b5536d2bd6112d83.SC2Replay
25,25,25,GOStephano,40,20023,4275,66,736,0,1,replays/4thRun\0515a83fe2e542c4b5536d2bd6112d83.SC2Replay
26,26,26,uThermal,65,15444,3400,45,684,0,0,replays/4thRun\0516ae3c934841b8b61cc09d3fd6b472.SC2Replay
27,27,27,Neeb,69,58552,1775,7,907,0,1,replays/4thRun\0516ae3c934841b8b61cc09d3fd6b472.SC2Replay
28,28,28,ShaDoWn,43,8337,475,4,389,0,0,replays/4thRun\0543e3b74b064e7c9d2b5134e3b0604f.SC2Replay
29,29,29,Solar,40,7170,1350,21,381,0,1,replays/4thRun\0543e3b74b064e7c9d2b5134e3b0604f.SC2Replay
30,30,30,Patience,65,21025,2150,9,646,0,0,replays/4thRun\0619e8bd02b549909b473d8f00010e2b.SC2Replay
31,31,31,Zanster,68,16151,6500,66,639,0,1,replays/4thRun\0619e8bd02b549909b473d8f00010e2b.SC2Replay
32,32,32,Zanster,51,11554,2775,40,481,0,1,replays/4thRun\0652c6fe67864913a0c93b165fe19737.SC2Replay
33,33,33,Cham,40,11685,2850,27,494,0,0,replays/4thRun\0652c6fe67864913a0c93b165fe19737.SC2Replay
34,34,34,SLeet,53,8853,1625,17,424,0,1,replays/4thRun\073bb50542e843848f2abf0645fa50c8.SC2Replay
35,35,35,mLty,35,11883,1350,20,423,0,0,replays/4thRun\073bb50542e843848f2abf0645fa50c8.SC2Replay
36,36,36,msrm,23,6149,450,4,252,0,0,replays/4thRun\075ee1b972694981b809cea4cb7bfb26.SC2Replay
37,37,37,MaSa,24,3204,400,4,247,0,1,replays/4thRun\075ee1b972694981b809cea4cb7bfb26.SC2Replay
38,38,38,DnS,48,21570,2400,8,703,0,0,replays/4thRun\0776d572636c4ebba384e6cbdd4868d5.SC2Replay
39,39,39,Clem,45,15788,3050,34,744,0,1,replays/4thRun\0776d572636c4ebba384e6cbdd4868d5.SC2Replay
40,40,40,RiSky,25,7124,575,9,357,0,0,replays/4thRun\091fbec2320d40a8b1a24ba65dc0940b.SC2Replay
41,41,41,Dark,42,4824,1325,15,356,0,1,replays/4thRun\091fbec2320d40a8b1a24ba65dc0940b.SC2Replay
42,42,42,Revolution,26,6509,1425,32,336,0,0,replays/4thRun\101eb3b3bec74f8c9540eed6144b7d7c.SC2Replay
43,43,43,Zanster,39,9148,1525,33,392,0,1,replays/4thRun\101eb3b3bec74f8c9540eed6144b7d7c.SC2Replay
44,44,44,HeroMarine,74,38039,8150,89,875,0,1,replays/4thRun\102db4526dfa48919bf0c18b330f3d53.SC2Replay
45,45,45,Reynor,82,50286,10575,181,880,0,0,replays/4thRun\102db4526dfa48919bf0c18b330f3d53.SC2Replay
46,46,46,Dana,31,10318,3700,55,573,0,0,replays/4thRun\102df2bd4ad44b8aa001bd32ac00f41d.SC2Replay
47,47,47,Elroye,39,23052,3000,29,612,0,1,replays/4thRun\102df2bd4ad44b8aa001bd32ac00f41d.SC2Replay
48,48,48,BackupC,71,53506,5500,33,934,0,0,replays/4thRun\106a727021834117ad12852dcacc7c84.SC2Replay
49,49,49,Mackintac,82,63548,8075,68,876,0,1,replays/4thRun\106a727021834117ad12852dcacc7c84.SC2Replay
50,50,50,PengWin,40,20426,2700,52,530,0,0,replays/4thRun\110cecf1ed2449adb45d5e857478575e.SC2Replay
51,51,51,Rhizer,48,12516,1250,6,530,0,1,replays/4thRun\110cecf1ed2449adb45d5e857478575e.SC2Replay
52,52,52,MaNa,23,5086,1050,6,311,0,0,replays/4thRun\110e90eb755749f481ddb25509e0f49e.SC2Replay
53,53,53,ShoWTimE,26,5588,950,6,303,0,1,replays/4thRun\110e90eb755749f481ddb25509e0f49e.SC2Replay
54,54,54,eGGz,33,7404,1250,17,357,0,0,replays/4thRun\112a001e0052438aa328ab762c25fe46.SC2Replay
55,55,55,Serral,40,6691,1400,19,366,0,1,replays/4thRun\112a001e0052438aa328ab762c25fe46.SC2Replay
56,56,56,puCK,22,3965,825,5,266,0,1,replays/4thRun\116b89d443834b4f9778f7cbc2d5ca74.SC2Replay
57,57,57,MaSa,24,3743,475,8,315,0,0,replays/4thRun\116b89d443834b4f9778f7cbc2d5ca74.SC2Replay
58,58,58,AdminA,44,18392,875,5,545,0,1,replays/4thRun\118d27ab67754348a294b2c57273e781.SC2Replay
59,59,59,ObiWanPwnobi,55,32211,4750,14,788,0,0,replays/4thRun\118d27ab67754348a294b2c57273e781.SC2Replay
60,60,60,Elazer,68,17735,5600,45,659,0,1,replays/4thRun\118e6b5c934d4098b8d6b19ebe5c1f24.SC2Replay
61,61,61,Serral,66,20723,6550,51,666,0,0,replays/4thRun\118e6b5c934d4098b8d6b19ebe5c1f24.SC2Replay
62,62,62,Kashim,16,13109,800,14,471,0,0,replays/4thRun\125d99ff837245a5bba6c78c057bbe1b.SC2Replay
63,63,63,Mamba,31,9884,1825,26,466,0,1,replays/4thRun\125d99ff837245a5bba6c78c057bbe1b.SC2Replay
64,64,64,uThermal,54,18659,1050,11,558,0,0,replays/4thRun\126af3eaf9694281a64707d7b6a1b0aa.SC2Replay
65,65,65,Nerchio,58,12417,3600,42,561,0,1,replays/4thRun\126af3eaf9694281a64707d7b6a1b0aa.SC2Replay
66,66,66,Wardí,71,45389,8175,105,966,0,1,replays/4thRun\126cd0f45e6d430e99f38b7a3c05bf0b.SC2Replay
67,67,67,Bly,65,56610,6600,84,1030,0,1,replays/4thRun\126cd0f45e6d430e99f38b7a3c05bf0b.SC2Replay
68,68,68,Narde,0,0,0,0,0,0,0,replays/4thRun\126cd0f45e6d430e99f38b7a3c05bf0b.SC2Replay
69,69,69,PtitDrogo,0,0,0,0,0,0,0,replays/4thRun\126cd0f45e6d430e99f38b7a3c05bf0b.SC2Replay
70,70,70,HeRoMaRinE,26,4861,550,4,273,0,0,replays/4thRun\128b856113da4cd6b630b94b6b0f01f5.SC2Replay
71,71,71,Kelazhur,27,4157,550,4,288,0,1,replays/4thRun\128b856113da4cd6b630b94b6b0f01f5.SC2Replay
72,72,72,HeroMarine,47,11649,1425,14,458,0,1,replays/4thRun\130be931f59b4b14ae736270a964e472.SC2Replay
73,73,73,soO,38,12761,4200,61,480,0,0,replays/4thRun\130be931f59b4b14ae736270a964e472.SC2Replay
74,74,74,Indy,51,13207,925,4,503,0,0,replays/4thRun\133fb3cfc9b74bc79b0ec612f27d93cf.SC2Replay
75,75,75,Namshar,58,11319,2700,41,504,0,1,replays/4thRun\133fb3cfc9b74bc79b0ec612f27d93cf.SC2Replay
76,76,76,INnoVation,67,16669,2425,29,638,0,1,replays/4thRun\137c803981b347a7919677664b67956d.SC2Replay
77,77,77,Stephano,65,37144,3375,72,645,0,0,replays/4thRun\137c803981b347a7919677664b67956d.SC2Replay
78,78,78,FeaR,33,16539,1450,9,494,0,1,replays/4thRun\139ae14c8be84dda98a45bd4ddeaa274.SC2Replay
79,79,79,HellraiseR,26,6941,1275,7,324,0,0,replays/4thRun\139ae14c8be84dda98a45bd4ddeaa274.SC2Replay
80,80,80,Optimus,55,16532,3775,45,714,0,1,replays/4thRun\152ac78b046b40ba9caadca69771ee6d.SC2Replay
81,81,81,Socke,50,31163,1800,6,721,0,0,replays/4thRun\152ac78b046b40ba9caadca69771ee6d.SC2Replay
82,82,82,THERIDDLER,68,29167,4800,53,805,0,1,replays/4thRun\154ca68db7324b18a9f0f72c17c5ffd7.SC2Replay
83,83,83,Raze,68,19317,825,3,648,0,0,replays/4thRun\154ca68db7324b18a9f0f72c17c5ffd7.SC2Replay
84,84,84,Scarlett,69,29143,8300,60,733,0,0,replays/4thRun\155a2033398b4ac0a5fb24c8c13f034c.SC2Replay
85,85,85,Maru,60,22710,3625,36,742,0,1,replays/4thRun\155a2033398b4ac0a5fb24c8c13f034c.SC2Replay
86,86,86,eGGz,40,11131,2025,32,438,0,0,replays/4thRun\156bb04738e34d39899906c2aa3bfbb5.SC2Replay
87,87,87,INnoVation,38,9096,1850,16,435,0,1,replays/4thRun\156bb04738e34d39899906c2aa3bfbb5.SC2Replay
88,88,88,iGMacSed,37,5024,500,3,324,0,0,replays/4thRun\157f22f666f64c48a3539fea164cb806.SC2Replay
89,89,89,iGRushcrazy,27,5397,1275,29,324,0,0,replays/4thRun\157f22f666f64c48a3539fea164cb806.SC2Replay
90,90,90,iGXiGua,0,0,0,0,0,0,0,replays/4thRun\157f22f666f64c48a3539fea164cb806.SC2Replay
91,91,91,iGJim,0,0,0,0,0,0,0,replays/4thRun\157f22f666f64c48a3539fea164cb806.SC2Replay
92,92,92,Lambo,26,6031,1725,37,337,0,1,replays/4thRun\159fd3cb19a6460aa2fa9a5c633b8b67.SC2Replay
93,93,93,Elroye,31,9019,1375,22,360,0,0,replays/4thRun\159fd3cb19a6460aa2fa9a5c633b8b67.SC2Replay
94,94,94,DnS,48,12458,600,5,461,0,0,replays/4thRun\172d42e467314b2ca326e2535e654d77.SC2Replay
95,95,95,liquidthermy,43,10531,1650,16,471,0,1,replays/4thRun\172d42e467314b2ca326e2535e654d77.SC2Replay
96,96,96,DnS,38,8727,1200,7,397,0,1,replays/4thRun\173d8deab4df48b78d78227dc3be8d49.SC2Replay
97,97,97,PiLiPiLi,23,7478,925,5,327,0,0,replays/4thRun\173d8deab4df48b78d78227dc3be8d49.SC2Replay
98,98,98,Patience,44,14151,450,3,528,0,1,replays/4thRun\177a27c651e347fc8b485187abb24032.SC2Replay
99,99,99,Guru,36,11263,2375,56,523,0,0,replays/4thRun\177a27c651e347fc8b485187abb24032.SC2Replay
100,100,100,Snute,71,71626,10925,126,940,0,0,replays/4thRun\177b41d079874acea978767388d02654.SC2Replay
101,101,101,HeRoMaRinE,69,42523,7000,82,941,0,1,replays/4thRun\177b41d079874acea978767388d02654.SC2Replay
102,102,102,TLO,71,21958,5275,81,794,0,0,replays/4thRun\179cc6cab44547deb9c42e9d7870b00f.SC2Replay
103,103,103,Neeb,68,36380,3400,12,850,0,1,replays/4thRun\179cc6cab44547deb9c42e9d7870b00f.SC2Replay
104,104,104,Serral,32,6025,1875,37,351,0,1,replays/4thRun\184b7baf0507415e951099ed4aa2c411.SC2Replay
105,105,105,Denver,38,5434,1375,20,352,0,0,replays/4thRun\184b7baf0507415e951099ed4aa2c411.SC2Replay
106,106,106,soul,62,18110,2150,24,685,0,1,replays/4thRun\192bdf96f40044bd9e0edbed5f751372.SC2Replay
107,107,107,LiquidTLO,68,19388,2600,44,691,0,0,replays/4thRun\192bdf96f40044bd9e0edbed5f751372.SC2Replay
108,108,108,TooDming,22,5568,950,25,291,0,0,replays/4thRun\197bf8251a5e4c9a9c11a98ff86bf80f.SC2Replay
109,109,109,ShoWTimE,34,4251,300,2,297,0,1,replays/4thRun\197bf8251a5e4c9a9c11a98ff86bf80f.SC2Replay
110,110,110,Light,21,3114,200,3,218,0,0,replays/4thRun\198ec8c1f4d04967b2df5fb7d3280036.SC2Replay
111,111,111,Kelazhur,21,2157,200,2,215,0,1,replays/4thRun\198ec8c1f4d04967b2df5fb7d3280036.SC2Replay
112,112,112,Harstem,34,7173,875,5,349,0,0,replays/4thRun\201b0f5a4c464c5ea6bcf3d360720237.SC2Replay
113,113,113,Zest,24,9994,1225,6,364,0,1,replays/4thRun\201b0f5a4c464c5ea6bcf3d360720237.SC2Replay
114,114,114,JackO,57,32346,1100,3,681,0,1,replays/4thRun\205c52851aae4707b2a2746422c1e18f.SC2Replay
115,115,115,Future,47,14059,2725,32,605,0,0,replays/4thRun\205c52851aae4707b2a2746422c1e18f.SC2Replay
116,116,116,Scarlett,80,27924,4800,58,693,0,0,replays/4thRun\206b8978af4c47f58a408f3e47a0ec20.SC2Replay
117,117,117,Maru,68,28419,2500,32,695,0,1,replays/4thRun\206b8978af4c47f58a408f3e47a0ec20.SC2Replay
118,118,118,Demi,33,5307,1225,19,335,0,0,replays/4thRun\208efe1979f141b2bea48d07c84b9526.SC2Replay
119,119,119,Crimson,27,4846,1700,34,336,0,1,replays/4thRun\208efe1979f141b2bea48d07c84b9526.SC2Replay
120,120,120,Scarlett,101,57759,10550,67,1021,0,1,replays/4thRun\210c5b879deb4267bbc548391659b930.SC2Replay
121,121,121,Neeb,81,69215,11190,89,1053,0,0,replays/4thRun\210c5b879deb4267bbc548391659b930.SC2Replay
122,122,122,TIME,36,9879,1525,13,411,0,1,replays/4thRun\217a31e80e6748b88b6190503a839c0f.SC2Replay
123,123,123,HeroMarine,38,7291,1050,8,408,0,0,replays/4thRun\217a31e80e6748b88b6190503a839c0f.SC2Replay
124,124,124,PtitDrogo,61,19812,1225,5,547,0,1,replays/4thRun\221a4fca79554792975acf30b33fad73.SC2Replay
125,125,125,Ethereal,45,12011,2375,46,477,0,0,replays/4thRun\221a4fca79554792975acf30b33fad73.SC2Replay
126,126,126,LiquidTLO,71,50163,7450,125,916,0,0,replays/4thRun\222f87c9ee744ad2ac76a0d80f29a616.SC2Replay
127,127,127,Bunny,69,51520,6875,82,919,0,1,replays/4thRun\222f87c9ee744ad2ac76a0d80f29a616.SC2Replay
128,128,128,OGZest,58,18878,1300,6,558,0,1,replays/4thRun\223fa7c1c7dc472b8dcdcad9e7e4726b.SC2Replay
129,129,129,Lambo,60,13897,3300,28,568,0,0,replays/4thRun\223fa7c1c7dc472b8dcdcad9e7e4726b.SC2Replay
130,130,130,INnoVation,72,17868,5000,39,714,0,1,replays/4thRun\228f28f78e854eff959918f046dfb31e.SC2Replay
131,131,131,Ryung,52,26446,4175,49,726,0,0,replays/4thRun\228f28f78e854eff959918f046dfb31e.SC2Replay
132,132,132,Serral,27,5221,1750,33,343,0,1,replays/4thRun\229cf77f118b4a79b7bb5bfa0c4ac54d.SC2Replay
133,133,133,SouLeer,29,5943,1350,26,354,0,0,replays/4thRun\229cf77f118b4a79b7bb5bfa0c4ac54d.SC2Replay
134,134,134,ArT,45,15184,800,5,473,0,0,replays/4thRun\232e292b15cb40b3bb4dad419b4c7b6f.SC2Replay
135,135,135,Namshar,63,11913,5275,43,541,0,1,replays/4thRun\232e292b15cb40b3bb4dad419b4c7b6f.SC2Replay
136,136,136,PartinG,50,11741,550,3,530,0,1,replays/4thRun\233bcec309424662b601029e94dfc02f.SC2Replay
137,137,137,FanTaSy,41,14379,1475,10,534,0,0,replays/4thRun\233bcec309424662b601029e94dfc02f.SC2Replay
138,138,138,Seither,52,25513,3800,36,842,0,0,replays/4thRun\237a26c3b16a4df693fb528ae0dee899.SC2Replay
139,139,139,PiLiPiLi,61,27950,2125,10,791,0,1,replays/4thRun\237a26c3b16a4df693fb528ae0dee899.SC2Replay
140,140,140,SortOf,58,15631,3850,31,591,0,1,replays/4thRun\237b4b9e6b934b8f88bcbf1b35296f77.SC2Replay
141,141,141,Elazer,58,14478,4050,37,578,0,0,replays/4thRun\237b4b9e6b934b8f88bcbf1b35296f77.SC2Replay
142,142,142,viOLet,30,6063,1050,12,276,0,1,replays/4thRun\239afd17f59c4a79a6c62e399da6148e.SC2Replay
143,143,143,CMStormPolt,26,5660,150,2,264,0,0,replays/4thRun\239afd17f59c4a79a6c62e399da6148e.SC2Replay
144,144,144,Harstem,49,15509,1575,6,540,0,0,replays/4thRun\240b5cdf7fb74c479b85f8ebded0a698.SC2Replay
145,145,145,MMA,50,18298,2625,31,571,0,1,replays/4thRun\240b5cdf7fb74c479b85f8ebded0a698.SC2Replay
146,146,146,lllIIIIllll,54,31721,1000,5,858,0,0,replays/4thRun\242c1faf03e242458e7f4eb5f7cd9b0d.SC2Replay
147,147,147,Harstem,53,25621,1600,6,867,0,1,replays/4thRun\242c1faf03e242458e7f4eb5f7cd9b0d.SC2Replay
148,148,148,Kelazhur,23,2392,500,5,243,0,1,replays/4thRun\251d0a3c68434dc88d39dc9b1efe2fa8.SC2Replay
149,149,149,Oobios,23,3669,700,9,234,0,0,replays/4thRun\251d0a3c68434dc88d39dc9b1efe2fa8.SC2Replay
150,150,150,MaNa,48,9086,1300,4,444,0,1,replays/4thRun\252b776c9984496682f637cd91d79861.SC2Replay
151,151,151,MightyKiwi,46,12702,1300,13,437,0,0,replays/4thRun\252b776c9984496682f637cd91d79861.SC2Replay
152,152,152,Impact,43,8764,1350,18,435,0,0,replays/4thRun\258c0251e1a046d7a320c3691ba1d683.SC2Replay
153,153,153,losira,43,10122,1800,31,496,0,1,replays/4thRun\258c0251e1a046d7a320c3691ba1d683.SC2Replay
154,154,154,Solar,75,27530,8650,113,782,0,1,replays/4thRun\266f9e28813a49878d47efb5b5da64d4.SC2Replay
155,155,155,Ryung,57,31515,4400,55,776,0,0,replays/4thRun\266f9e28813a49878d47efb5b5da64d4.SC2Replay
156,156,156,InZaNe,41,9173,1000,15,421,0,0,replays/4thRun\267c2349a7ac41fb94a884d2c61f51c3.SC2Replay
157,157,157,lllIIIIllll,49,13309,975,4,487,0,1,replays/4thRun\267c2349a7ac41fb94a884d2c61f51c3.SC2Replay
158,158,158,Sen,28,6012,1400,26,318,0,0,replays/4thRun\274a9adfe7844988911839c76e1cab1f.SC2Replay
159,159,159,Rex,27,6422,1650,33,337,0,1,replays/4thRun\274a9adfe7844988911839c76e1cab1f.SC2Replay
160,160,160,iGJim,50,7955,1800,9,481,0,0,replays/4thRun\274d5c5eebe5434691dc41b9f42cf390.SC2Replay
161,161,161,iGXY,44,12560,800,9,468,0,0,replays/4thRun\274d5c5eebe5434691dc41b9f42cf390.SC2Replay
162,162,162,三族统领随机娜,0,0,0,0,0,0,0,replays/4thRun\274d5c5eebe5434691dc41b9f42cf390.SC2Replay
163,163,163,iGRushcrazy,0,0,0,0,0,0,0,replays/4thRun\274d5c5eebe5434691dc41b9f42cf390.SC2Replay
164,164,164,Reynor,31,4674,1150,16,291,0,1,replays/4thRun\277ddfc366234309bc889d82d85fb76e.SC2Replay
165,165,165,Harstem,28,3802,425,3,275,0,0,replays/4thRun\277ddfc366234309bc889d82d85fb76e.SC2Replay
166,166,166,FeaR,43,9697,550,4,369,0,0,replays/4thRun\279e5d05b799444ea2b6949221df8dc3.SC2Replay
167,167,167,aLive,37,6538,1050,18,372,0,1,replays/4thRun\279e5d05b799444ea2b6949221df8dc3.SC2Replay
168,168,168,LiquidSnute,39,7769,1650,24,396,0,1,replays/4thRun\286cf5495a58423e806ec907f1a0e045.SC2Replay
169,169,169,InZaNe,32,8107,750,8,390,0,0,replays/4thRun\286cf5495a58423e806ec907f1a0e045.SC2Replay
170,170,170,eonblu,59,24130,6000,81,750,0,0,replays/4thRun\286fdb5537724806ab36854981fe0d19.SC2Replay
